Date;SPX;NVDA;UNH;BAC;GM;NFLX;MMM;WMT;XOM;NEE;PLD;NEM
31/05/24;5277.51;109633;495.37;39.99;44.99;641.62;100.14;65.76;117.26;80.02;110.49;41.94
30/05/24;5235.48;110.5;481.65;38.63;43.41;647.66;98.2;64.89;113.99;78.19;107.57;41.89
29/05/24;5266.95;114825;484.72;38.72;42.64;654.62;97.56;64.92;113.63;76.68;105;41.64
28/05/24;5306.04;113901;503.68;39.32;43.09;649;98.68;65.04;114.86;77.53;105;42.4
24/05/24;5304.72;106469;508.17;39.7;44.11;646.75;99.67;65.38;113.42;76.61;104.75;41.98
23/05/24;5267.84;103799;516.83;39.17;43.73;635.67;99.51;64.84;113.51;75.32;105.64;41.23
22/05/24;5307.01;94.95;521.35;39.76;43.97;640.47;101.49;65.25;115.48;76.32;109.22;42.39
21/05/24;5321.41;95386;523.55;39.65;44.92;650.61;103.14;65.15;117.85;76.95;110.6;44.04
20/05/24;5308.13;94.78;517.23;38.82;45.11;640.82;105.21;64.18;118.67;75.87;112.05;44.44
17/05/24;5303.27;92479;524.63;39.29;45.76;621.1;105.26;64.65;119.64;76.09;111.5;43.74
16/05/24;5297.1;94359;521.27;39.22;45.87;610.52;104.86;64.01;117.87;76.41;110.79;42.84
15/05/24;5308.15;94.63;517.55;38.91;45.49;613.52;101.24;59.83;118.58;77.05;109.99;43.19
14/05/24;5246.68;91356;513.88;38.49;45.03;613.66;100.08;59.86;117.67;75.42;108.28;42.57
13/05/24;5221.42;90399;511.74;38.21;45.17;616.59;99.63;60.41;117.91;74.58;107.68;42.46
10/05/24;5222.68;89878;512.81;38.45;45.21;610.87;98.93;60.48;117.96;73.79;107.49;42.49
9/05/24;5214.08;88747;507.03;38.28;45.36;612.09;97.33;60.44;118.44;74.58;108.15;42.84
8/05/24;5187.67;90412;503.21;37.71;45.05;609.47;96.35;60.3;116.15;72.85;105.88;41.54
7/05/24;5187.7;90554;500.96;37.84;45.28;606;95.54;60.62;116.17;71.95;107.76;41.44
6/05/24;5180.74;92.14;494.38;37.69;45.06;596.97;96.59;59.87;116.75;71.25;104.67;41.39
3/05/24;5127.79;88789;492.45;37.25;44.86;579.34;97.15;59.82;116;70.14;105.89;40.66
2/05/24;5064.2;85817;492.97;36.88;44.67;565.15;96.81;59.71;116.24;68.85;104.53;41.05
1/05/24;5018.39;83041;484.11;36.95;44.47;551.71;98.44;58.85;116.03;68.61;101.88;40.58
30/04/24;5035.69;86402;483.7;37.01;44.53;550.64;96.51;59.35;118.27;66.97;102.05;40.64
29/04/24;5116.17;87757;489.03;37.55;46.04;559.49;92.16;60.24;119.64;67.42;105.01;42.26
26/04/24;5099.96;87735;495.35;37.83;45.84;561.23;91.83;60.16;117.96;65.99;104.06;42.73
25/04/24;5048.42;82632;493.86;37.91;45.62;564.8;91.41;60.21;121.33;66.9;103.35;43.41
24/04/24;5071.63;79677;487.3;38.32;45.08;555.12;92.02;59.87;121.05;66.56;103.18;38.6
23/04/24;5070.55;82423;486.18;38.37;45.1;577.75;93;59.09;121.03;66.2;104.83;37.71
22/04/24;5010.6;79518;491.23;37.73;43.21;554.6;92.62;60.14;120.56;65.31;104.08;37.46
19/04/24;4967.23;76.2;501.13;36.97;42.37;555.04;92.27;59.53;119.88;64.3;103.49;39.02
18/04/24;5011.12;84671;493.18;35.77;42.44;610.56;91.48;59.26;118.52;64.01;104.69;38.55
17/04/24;5022.21;84035;478.99;35.23;42.46;613.69;90.96;59.65;118.63;63.79;106.49;38.56
16/04/24;5051.41;87415;468.89;34.68;42.66;617.52;91.05;59.84;118.69;61.7;114.74;38.11
15/04/24;5061.82;86001;445.63;35.95;42.69;607.15;91.3;59.93;119.68;62.75;115.79;38.44
12/04/24;5123.41;88186;439.2;35.79;43.08;622.83;91.31;60.14;120.37;63.08;119;38.64
11/04/24;5199.06;90616;441.72;36.35;43.84;628.78;93.18;60.09;121.79;63.94;120.25;39.07
10/04/24;5160.64;87039;450.05;36.65;43.94;618.58;92.63;60.62;122.2;64.01;120.62;39.06
9/04/24;5209.91;85354;459.72;37.73;44.73;618.2;92.61;59.79;121.18;65.38;126.26;39.67
8/04/24;5202.39;87133;456;37.5;44.34;628.41;91.93;59.78;120.55;64.86;126.17;39.4
5/04/24;5204.34;88008;455.74;37.11;44.23;636.18;91.03;59.85;121.37;64.18;124.74;39.65
4/04/24;5147.21;85905;455.38;36.92;43.68;617.14;90.54;59.5;119.72;63.73;124.69;37.72
3/04/24;5211.49;88964;459.74;37.44;45.17;630.08;93.19;59.43;119.3;62.55;126.09;37.23
2/04/24;5205.81;89452;458.14;37.3;44.89;614.21;92.84;59.16;119.28;62.88;125.58;36.79
1/04/24;5243.77;90363;489.7;37.52;45.4;614.31;94.02;60;116.99;63.38;127.92;36.43
28/03/24;5254.35;90356;494.7;37.92;45.35;607.33;88682;60.17;116.24;63.91;130.22;35.84
27/03/24;5248.49;90.25;493.1;37.81;44.59;613.53;87445;60.72;114.97;63.79;128.86;35.25
26/03/24;5203.58;92561;492.31;37.09;44;629.24;85806;60.51;113.79;61.43;125.14;34
25/03/24;5218.19;95002;485.88;36.86;43.55;627.46;87654;60.57;114.65;62.61;127.13;33.92
22/03/24;5234.18;94289;490.07;37.05;43.06;628.01;89276;60.87;113.49;61.78;128.62;33.77
21/03/24;5241.53;91435;491.69;37.51;43.42;622.71;90187;61.45;113.49;61.36;129.89;34.53
20/03/24;5224.62;90372;494.23;36.75;42.85;627.69;90388;61.25;112.99;62.2;128.7;34.3
19/03/24;5178.51;89398;493.32;36.03;41.51;620.74;88055;60.87;113.09;61.27;127.85;33.56
18/03/24;5149.42;88455;487.05;36.01;40.82;618.39;87621;60.86;112.3;60.17;128.14;34.42
15/03/24;5117.09;878365;490.82;35.41;40.69;605.88;87788;60.68;111.27;60.08;129.02;33.88
14/03/24;5150.48;87944;489;35.69;39.38;613.01;86216;61.02;111.47;59.54;130.75;34.21
13/03/24;5165.31;90888;488;36.08;40.26;609.45;87.01;61.28;109.53;59.54;133.33;34.37
12/03/24;5175.27;91913;489.35;35.96;39.21;611.08;82537;61.41;108.32;57.15;134.57;33.88
11/03/24;5117.94;85774;489.15;35.89;39.53;600.93;78633;60.66;109.02;57.87;134.12;35.24
8/03/24;5123.69;87528;476.57;35.6;39.5;604.82;78507;60.12;108.38;57.81;135.07;33.91
7/03/24;5157.36;92669;478.78;35.63;39.35;608.51;77437;60.36;107.37;56.25;132.74;33.89
6/03/24;5104.76;88.7;472.6;35.42;40.15;597.69;77354;60.57;106.77;55.53;133.08;33.62
5/03/24;5078.65;85964;473.15;35.39;40.65;598.5;77496;60.04;105.64;55.4;132.44;33.34
4/03/24;5130.95;85237;481.87;35.15;40.93;615.83;76451;59.3;104.36;54.97;133.61;33.48
1/03/24;5137.08;82279;489.53;34.35;40.99;619.34;76802;58.76;105.84;55.21;134.6;31.94
29/02/24;5096.27;79112;493.6;34.52;40.98;602.92;77019;58.61;104.52;55.19;133.27;31.25
28/02/24;5069.76;77663;498.28;34.31;40.63;596.48;76467;59.62;104.32;55.04;133.99;29.87
27/02/24;5078.18;78701;513.42;34.28;40.18;601.67;77.17;59.59;104.03;55.56;132.49;29.86
26/02/24;5069.53;79092;525.32;33.61;39.79;587.65;76768;59.6;104.25;55.15;132.56;30.01
23/02/24;5088.8;78817;527.24;33.92;39.63;583.56;77404;58.52;103.84;56.78;133.21;31.28
22/02/24;5087.03;78538;526.5;33.61;39.34;588.47;77111;58.47;104.76;56.67;133.44;30.89
21/02/24;4981.8;67472;521.97;33.7;39.49;573.35;76676;57.9;104.85;57.1;133.42;33.43
20/02/24;4975.51;69452;521.06;33.96;39.01;575.13;76768;58.62;102.75;56.61;133.35;33.19
16/02/24;5005.57;72613;521.55;34.09;38.7;583.95;76292;567867;103.73;57.03;133.39;33.43
15/02/24;5029.73;72658;520.88;34.07;38.99;593.46;77237;56.43;103.73;57.27;133.1;33.08
14/02/24;5000.62;73.9;516.94;33.13;38.37;579.33;77.27;56.2;100.84;56.01;130.5;32.12
13/02/24;4953.17;72128;516.85;32.75;38.31;554.52;77471;56.38;101.34;55.25;130.88;32.04
12/02/24;5021.84;72248;517.64;33.62;39.28;557.85;79118;567667;103.17;57.55;132.05;33.56
9/02/24;5026.61;72133;518.22;33.07;38.56;561.32;77671;564267;101.77;56.58;132.48;32.79
8/02/24;4997.91;69641;520.09;33.12;38.65;558.53;77922;564567;103.97;56.29;131.66;33.34
7/02/24;4995.06;70099;519.39;33.18;38.72;559.3;78457;56.46;102.22;56.38;129.09;33.65
6/02/24;4954.23;68223;510.67;33.04;38.03;555.88;78.39;566033;102.25;56.23;130.5;33.66
5/02/24;4942.81;69332;502.96;32.99;37.79;562.06;77529;56.22;101.55;55.97;126.91;33.36
2/02/24;4958.61;66.16;510.23;33.47;38.91;564.64;79318;565233;101.97;58.15;129.25;34.41
1/02/24;4906.19;63027;507.14;33.55;38.87;567.51;80188;561033;102.39;59.75;130.44;35.61
31/01/24;4845.65;61527;511.74;34.01;38.8;564.11;78884;550833;102.81;58.63;126.69;34.51
30/01/24;4924.97;62774;503.61;34.79;38.15;562.85;80054;551967;104.85;59.28;126.53;34.51
29/01/24;4927.93;62465;504.54;33.61;35.39;575.79;80581;550133;103.13;59.57;127.89;34.65
26/01/24;4890.97;61031;503.2;33.43;35.18;570.42;80255;547567;103;58.48;126.87;34.21
25/01/24;4894.16;61617;493.4;33.39;35.16;562;80246;54.28;102.13;57.98;126.2;34.49
24/01/24;4868.55;61362;513.23;32.98;34.7;544.87;77956;53.5;99.6;57.01;125.44;34.44
23/01/24;4864.6;59873;515.52;32.77;35.23;492.19;80347;542667;97.91;57.38;128.01;35.36
22/01/24;4850.43;59654;512.99;32.55;35.32;485.71;90313;54.13;96.82;56.85;128.74;35
19/01/24;4839.81;59491;503.56;32.22;35.51;482.95;90095;541267;96.95;57.26;128.44;34.58
18/01/24;4780.94;57107;516.34;31.73;34.58;485.31;88992;544133;96.8;57.65;126.26;34.62
17/01/24;4739.21;56053;524.94;31.8;35.01;480.33;88691;53.69;96.98;58.27;126.86;34.73
16/01/24;4765.98;56382;519.15;32.12;35.39;481.24;89995;539433;97.69;60.35;129.97;36.01
12/01/24;4783.83;54.71;521.51;32.8;35.26;492.16;90396;537733;99.95;61.04;131.55;37.64
11/01/24;4780.24;54822;539.68;33.15;35.86;492.23;91065;537033;98.67;60.72;131.32;37.52
10/01/24;4783.45;54.35;537.64;33.6;36.31;478.33;90547;537633;98.69;62.28;133.55;37.95
9/01/24;4756.5;53.14;538.37;33.63;36.54;482.09;91216;531033;99.67;62.01;133.07;38.68
8/01/24;4763.54;52253;536.52;34.16;36.7;485.03;91015;52.75;100.92;62.92;133.17;40.23
5/01/24;4697.24;49097;537.38;34.43;35.99;474.06;90789;522367;102.63;62.08;130.56;40.34
4/01/24;4688.68;47998;545.42;33.8;35.49;474.67;90438;525867;102.32;61.8;130.29;40.12
3/01/24;4704.81;47569;542.03;33.53;35.27;470.26;90121;53.1;103.22;61.99;130.52;40
2/01/24;4742.83;48168;539.34;33.9;36.05;468.5;91968;530967;102.36;61.57;134.62;40.91
29/12/23;4769.83;49522;526.47;33.67;35.92;486.88;91.4;52.55;99.98;60.74;133.3;41.39
28/12/23;4783.35;49522;524.9;33.88;36.2;490.51;91709;525233;100.19;61.02;135.19;41.7
27/12/23;4781.58;49417;522.79;33.84;36.08;491.79;90915;526267;101.66;60.58;134.18;42.38
26/12/23;4774.75;49279;520.03;33.86;36.13;491.19;90388;521367;102.14;60.21;133.46;41.91
22/12/23;4754.63;48.83;520.31;33.43;36.02;486.76;88.9;522167;101.91;59.75;132.4;42.06
21/12/23;4746.75;48.99;519.88;33.2;36.25;491.61;88256;51.6;101.73;59.6;130.96;41.43
20/12/23;4698.35;48111;515.93;32.98;35.47;489.27;86676;512367;101.27;59.84;130.47;41.12
19/12/23;4768.37;49604;524.04;33.51;35.87;495.02;88833;518433;102.99;61.57;133.75;41.77
18/12/23;4740.56;50077;526.55;33.43;35.44;486.12;88515;516567;101.65;61;132.68;41.09
15/12/23;4719.19;48.89;531.12;33.6;35.73;472.06;89443;509133;100.9;61.5;134.26;40.87
14/12/23;4719.55;48.35;534.24;33.94;36.25;469.83;89493;507233;101.58;62.78;137.12;41.15
13/12/23;4707.09;48088;549.01;32.04;33.99;479.98;87111;51.35;98.92;62.51;129.24;40
12/12/23;4643.7;47657;545.72;30.74;33.42;463;85748;504533;98.05;59.52;122.07;37.77
11/12/23;4622.44;46627;543.68;30.85;33.58;459.89;86249;504133;99.62;59.71;122;38.87
8/12/23;4604.37;47506;549.77;30.96;33.75;453.76;86425;502867;99.55;59.7;119.85;39.08
7/12/23;4585.59;46596;548.27;30.66;33.51;452;86.35;50.82;98.42;59.85;118.95;39.73
6/12/23;4549.34;45503;549.53;30.53;32.91;446.73;85.94;513467;99.11;60.2;119.05;39.69
5/12/23;4567.18;46566;550.26;30.58;32.68;455.15;85.02;51.91;100.44;58.23;118.65;39.89
4/12/23;4569.78;45.51;548.28;30.82;33.07;453.9;86484;514333;102.43;58.67;120.33;40.54
1/12/23;4594.63;46765;547.16;30.96;32.36;465.74;83482;514467;102.99;59.17;118.26;41.2
30/11/23;4567.8;46.77;552.97;30.49;31.6;473.97;82.83;518967;102.74;58.51;114.93;40.19
29/11/23;4550.58;48.14;534.98;30.31;31.6;477.19;82328;520267;102.34;58.36;113.04;40.38
28/11/23;4554.89;47821;540.53;29.53;28.89;479;82362;52.88;103.9;58.16;112.11;40.57
27/11/23;4550.43;48242;543.59;29.56;28.5;479.17;81158;522567;103.96;57.58;111.87;38.18
24/11/23;4559.34;47776;547.1;29.73;28.18;479.56;80221;52.02;104.57;57.55;112;37.59
22/11/23;4556.62;48716;543.76;29.63;28.1;478;79736;515567;104.01;57.47;111.54;37.69
21/11/23;4538.19;49944;539.59;29.66;27.9;474.95;78583;519533;104.46;57.98;110.61;37.42
20/11/23;4547.38;50409;535.1;30.01;28.52;474.47;79.41;517667;104.5;57.34;111;36.56
17/11/23;4514.02;49298;536.29;29.98;28.03;465.91;79711;517833;104.96;57.37;110.07;36.35
16/11/23;4508.24;49.48;539.82;29.54;27.48;466.95;80021;520133;102.46;56.6;110.27;36.56
15/11/23;4502.88;48888;538.41;29.62;28.14;461.94;80949;565933;103.66;57;110.51;36.37
14/11/23;4495.7;49656;540.46;29.22;28.2;448.65;79402;558833;104.29;57.55;109.33;36.09
13/11/23;4411.55;48.62;542.57;27.7;26.9;444.62;77496;558933;104.84;54.5;102.48;34.2
10/11/23;4415.24;48335;541.21;27.68;26.85;447.24;77596;553967;103.75;55.14;104.55;34.2
9/11/23;4347.35;46.95;539;27.53;26.65;435.15;76668;54.64;102.96;54.72;103.28;33.95
8/11/23;4382.78;46574;536.73;27.89;27.56;436.65;77186;547667;102.93;57.5;105.13;34.78
7/11/23;4378.38;45955;537.83;28.16;28.41;434.61;77.88;552167;104.21;58.46;104.23;36.66
6/11/23;4365.98;45751;533.46;28.33;29.11;434.74;78.19;54.96;105.87;59.04;104.93;37.88
3/11/23;4358.34;45005;530.9;28.42;29.77;432.36;78474;548867;107.78;59.38;106.55;39.02
2/11/23;4317.78;43506;536.13;27.62;28.8;424.71;77178;551733;109.11;59.91;104.72;37.96
1/11/23;4237.86;42325;531.6;26.4;28;420.19;75715;549567;105.64;58.43;101.6;37.27
31/10/23;4193.8;40.78;535.56;26.34;28.2;411.69;76041;54.47;105.85;58.3;100.75;37.47
30/10/23;4166.82;41161;529.99;25.69;27.36;410.08;74845;54.34;105.88;57.2;98.88;38.7
27/10/23;4117.37;40.5;524.66;25.17;27.22;397.87;73173;537233;105.55;56.24;97.32;38.97
26/10/23;4137.23;40326;528.36;26.12;28.55;403.54;74118;539233;107.6;57.57;99.63;37.48
25/10/23;4186.77;41779;530.21;25.55;29.01;411.25;74737;542533;108.59;56.46;98.74;36.76
24/10/23;4247.68;43663;525;25.47;28.56;413.73;75347;544167;108.39;55.12;101.7;38.45
23/10/23;4217.04;42975;521.57;25.57;29.22;406.84;71568;53.67;109.45;51.52;100.81;38.44
20/10/23;4224.16;41387;527.03;26.31;29.66;400.96;72362;52.92;111.08;51.96;102.43;38.8
19/10/23;4278;42101;531.63;26.96;29.33;401.77;72789;53.59;113.02;52.39;102.58;39.45
18/10/23;4314.6;42196;536.06;27.31;29.48;346.19;73909;538467;112.95;53.24;104.38;39.92
17/10/23;4373.2;43938;536.65;27.62;30.33;355.72;75707;538067;111.39;54.17;108.13;40.47
16/10/23;4373.63;46095;538.03;26.99;30.06;360.82;75197;537367;109.95;54.38;110.92;40.05
13/10/23;4327.78;45461;539.4;26.76;29.66;355.68;74143;532767;109.87;54.49;109.65;39.43
12/10/23;4349.61;46945;525.54;26.9;30.32;361.2;74427;529833;106.47;53;109.65;38.78
11/10/23;4376.95;46806;524.13;27.02;30.98;365.93;75573;527433;106.49;53.54;112.4;39.11
10/10/23;4358.24;45798;524.24;27.01;31.48;373.32;75782;525333;110.45;51.58;110.33;38.44
9/10/23;4335.66;45273;526.51;26.31;30.99;385.95;74452;519467;110.92;49.32;109.46;37.63
6/10/23;4308.5;45762;524.81;26.07;30.9;381.51;73909;521367;107.17;50.24;108.91;37.8
5/10/23;4258.19;44688;516.23;26.06;30.31;372.59;73432;530267;108.99;49.45;109.03;36.35
4/10/23;4263.75;44041;510.62;25.94;31.04;376.9;73591;536667;111.5;50.62;108.42;35.43
3/10/23;4229.45;43517;509.47;25.91;31.38;376.75;74235;53.03;115.83;52.78;107.5;35.21
2/10/23;4288.39;44782;514.57;26.7;32.47;380.33;75431;533667;115.63;52.15;109.5;35.54
29/09/23;4288.05;43499;504.19;27.38;32.97;377.6;78273;53.31;117.58;57.29;112.21;36.95
28/09/23;4299.7;43089;510.1;27.56;33.16;376.36;77972;54.18;119.47;57.08;112.13;37.03
27/09/23;4274.51;42468;503.73;27.27;32.35;377.59;78.14;539067;120.2;59.96;111.25;37.28
26/09/23;4273.53;41911;505.45;27.17;32.26;379.25;78491;541667;116.41;65.34;111.5;39.4
25/09/23;4337.44;42222;510.28;27.6;33.06;384.8;79252;543567;116.23;67.47;113.25;40.48
22/09/23;4320.06;41.61;506.1;27.64;32.58;379.81;81133;541167;114.94;67.7;114.07;40.74
21/09/23;4330;41017;501.14;28.05;32.71;384.15;81509;539733;114.76;66.91;114.55;40.52
20/09/23;4402.2;42239;492.13;28.55;33.2;386.3;82763;546367;116.4;67.35;120.91;40.95
19/09/23;4443.95;43.52;480.66;28.65;33.96;396.2;83.8;54.46;117.33;67.59;121.57;40.29
18/09/23;4453.53;43966;486.06;28.76;33.34;394.4;84477;544733;117.64;68.24;122.73;40.47
